4	5
5	19
6	13
7	13
8	97
9	79
10	19
11	17
12	53
13	29
14	37
15	17
16	107
17	113
18	23
19	31
20	193
21	107
22	89
23	29
24	109
25	83
26	41
27	43
28	653
29	83
30	53
31	47
32	73
33	37
34	101
35	173
36	67
37	89
38	599
39	251
40	233
41	193
42	503
43	197
44	47
45	83
46	751
47	137
48	499
49	107
50	149
51	103
52	181
53	None
54	89
55	83
WALL_SECONDS=50.291
USER_SECONDS=50.244
SYSTEM_SECONDS=0.035
EXIT_STATUS=0
